[2023-12-21 12:49:50,393: INFO: main: welcome to our custom log]
[2023-12-27 18:08:04,562: INFO: common: created directory at: artifacts]
[2023-12-27 18:08:04,562: INFO: common: created directory at: artifacts/data_ingestion]
[2023-12-27 18:08:04,566: INFO: 4234615999: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2023-12-27 18:11:00,457: INFO: 4234615999: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2023-12-29 11:18:51,041: INFO: main: .....stage Data ingestion stage started ....]
[2023-12-29 11:18:51,042: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 11:18:51,042: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 11:18:51,043: INFO: common: created directory at: artifacts]
[2023-12-29 11:18:51,043: INFO: common: created directory at: artifacts/data_ingestion]
[2023-12-29 11:18:51,043: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2023-12-29 11:21:15,021: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2023-12-29 11:21:16,040: INFO: main: ..... stage Data ingestion stage completed .....]
[2023-12-29 17:38:31,144: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 17:38:31,150: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 17:38:31,150: INFO: common: created directory at: artifacts]
[2023-12-29 17:38:31,150: INFO: common: created directory at: artifacts/prepare_base_model]
[2023-12-29 17:41:30,880: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2023-12-29 17:45:44,178: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 17:45:44,189: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 17:45:44,195: INFO: common: created directory at: artifacts]
[2023-12-29 17:45:44,197: INFO: common: created directory at: artifacts/prepare_base_model]
[2023-12-29 17:45:44,695: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2023-12-29 17:49:43,589: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 17:49:43,599: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 17:49:43,599: INFO: common: created directory at: artifacts]
[2023-12-29 17:49:43,607: INFO: common: created directory at: artifacts/prepare_base_model]
[2023-12-29 17:49:44,117: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2023-12-29 17:50:11,659: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 17:50:11,664: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 17:50:11,671: INFO: common: created directory at: artifacts]
[2023-12-29 17:50:11,671: INFO: common: created directory at: artifacts/prepare_base_model]
[2023-12-29 17:50:12,180: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2023-12-29 17:50:15,515: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 17:50:15,519: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 17:50:15,524: INFO: common: created directory at: artifacts]
[2023-12-29 17:50:15,524: INFO: common: created directory at: artifacts/prepare_base_model]
[2023-12-29 17:50:16,035: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2023-12-29 17:50:34,641: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 17:50:34,647: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 17:50:34,652: INFO: common: created directory at: artifacts]
[2023-12-29 17:50:34,656: INFO: common: created directory at: artifacts/prepare_base_model]
[2023-12-29 17:50:35,192: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2023-12-29 17:51:51,027: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 17:51:51,027: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 17:51:51,031: INFO: common: created directory at: artifacts]
[2023-12-29 17:51:51,035: INFO: common: created directory at: artifacts/prepare_base_model]
[2023-12-29 17:51:51,537: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2023-12-29 17:51:57,469: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 17:51:57,478: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 17:51:57,478: INFO: common: created directory at: artifacts]
[2023-12-29 17:51:57,481: INFO: common: created directory at: artifacts/prepare_base_model]
[2023-12-29 17:51:57,991: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2023-12-29 18:09:06,306: INFO: main: .....stage Data ingestion stage started ....]
[2023-12-29 18:09:06,306: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 18:09:06,314: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 18:09:06,314: INFO: common: created directory at: artifacts]
[2023-12-29 18:09:06,314: INFO: common: created directory at: artifacts/data_ingestion]
[2023-12-29 18:09:06,314: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2023-12-29 18:11:55,989: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2023-12-29 18:11:57,606: INFO: main: ..... stage Data ingestion stage completed .....]
[2023-12-29 18:11:57,608: INFO: main: .....stage prepare base model started ....]
[2023-12-29 18:11:57,612: INFO: common: yaml file: config\config.yaml loaded successfully]
[2023-12-29 18:11:57,615: INFO: common: yaml file: params.yaml loaded successfully]
[2023-12-29 18:11:57,616: INFO: common: created directory at: artifacts]
[2023-12-29 18:11:57,616: INFO: common: created directory at: artifacts/prepare_base_model]
[2023-12-29 18:11:58,687: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2023-12-29 18:11:59,131: INFO: main: ..... stage prepare base model completed .....]
[2024-01-11 13:55:24,246: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-11 13:55:24,276: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 13:55:24,281: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 13:55:24,281: INFO: common: created directory at: artifacts]
[2024-01-11 13:55:24,289: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 13:55:24,297: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 13:55:25,742: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 13:55:26,252: INFO: main: ..... stage Data ingestion stage completed .....]
[2024-01-11 13:55:26,252: INFO: main: .....stage prepare base model started ....]
[2024-01-11 13:55:26,253: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 13:55:26,254: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 13:55:26,254: INFO: common: created directory at: artifacts]
[2024-01-11 13:55:26,255: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-01-11 13:55:26,706: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-01-11 13:55:26,918: INFO: main: ..... stage prepare base model completed .....]
[2024-01-11 13:57:46,232: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-11 13:57:46,232: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 13:57:46,232: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 13:57:46,232: INFO: common: created directory at: artifacts]
[2024-01-11 13:57:46,232: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 13:57:46,232: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 13:57:47,933: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 13:57:48,350: INFO: main: ..... stage Data ingestion stage completed .....]
[2024-01-11 13:57:48,350: INFO: main: .....stage prepare base model started ....]
[2024-01-11 13:57:48,350: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 13:57:48,350: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 13:57:48,350: INFO: common: created directory at: artifacts]
[2024-01-11 13:57:48,350: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-01-11 13:57:48,690: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-01-11 13:57:48,975: INFO: main: ..... stage prepare base model completed .....]
[2024-01-11 13:59:01,639: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-11 13:59:01,639: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 13:59:01,639: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 13:59:01,654: INFO: common: created directory at: artifacts]
[2024-01-11 13:59:01,654: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 13:59:01,654: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 13:59:03,317: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 13:59:03,317: ERROR: main: [Errno 2] No such file or directory: 'artifacts/data_ingestion/data.zip']
Traceback (most recent call last):
  File "main.py", line 11, in <module>
    obj.main()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\pipeline\stage_01_data_ingestion.py", line 17, in main
    data_ingestion.extract_zip_file()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\components\data_ingestion.py", line 30, in extract_zip_file
    with zipfile.ZipFile(self.config.local_data_file,'r') as zip_ref:
  File "C:\Users\rvaib\.conda\envs\envk\lib\zipfile.py", line 1216, in __init__
    self.fp = io.open(file, filemode)
FileNotFoundError: [Errno 2] No such file or directory: 'artifacts/data_ingestion/data.zip'
[2024-01-11 14:01:12,428: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-11 14:01:12,430: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:01:12,430: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:01:12,430: INFO: common: created directory at: artifacts]
[2024-01-11 14:01:12,430: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:01:12,430: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:01:13,800: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:01:13,800: ERROR: main: [Errno 2] No such file or directory: 'artifacts/data_ingestion/data.zip']
Traceback (most recent call last):
  File "main.py", line 11, in <module>
    obj.main()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\pipeline\stage_01_data_ingestion.py", line 17, in main
    data_ingestion.extract_zip_file()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\components\data_ingestion.py", line 30, in extract_zip_file
    with zipfile.ZipFile(self.config.local_data_file,'r') as zip_ref:
  File "C:\Users\rvaib\.conda\envs\envk\lib\zipfile.py", line 1216, in __init__
    self.fp = io.open(file, filemode)
FileNotFoundError: [Errno 2] No such file or directory: 'artifacts/data_ingestion/data.zip'
[2024-01-11 14:01:50,322: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:01:50,325: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:01:50,327: INFO: common: created directory at: artifacts]
[2024-01-11 14:01:50,329: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:01:50,330: INFO: 4234615999: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:01:51,592: INFO: 4234615999: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:03:59,805: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:03:59,807: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:03:59,808: INFO: common: created directory at: artifacts]
[2024-01-11 14:03:59,809: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:03:59,810: INFO: 4234615999: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:04:01,552: INFO: 4234615999: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:04:26,831: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:04:26,832: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:04:26,834: INFO: common: created directory at: artifacts]
[2024-01-11 14:04:26,835: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:04:26,835: INFO: 4234615999: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:04:28,078: INFO: 4234615999: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:07:35,654: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:07:35,661: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:07:35,663: INFO: common: created directory at: artifacts]
[2024-01-11 14:07:35,666: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:07:35,666: INFO: 3810163852: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:07:36,976: INFO: 3810163852: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:09:08,081: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:09:08,090: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:09:08,092: INFO: common: created directory at: artifacts]
[2024-01-11 14:09:08,093: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:09:08,094: INFO: 3810163852: Downloading data from https://drive.google.com/file/d/1pxnILlW41Xh-kRhITozRHgnjXZH8jMrL/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:09:10,296: INFO: 3810163852: Downloaded data from https://drive.google.com/file/d/1pxnILlW41Xh-kRhITozRHgnjXZH8jMrL/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:09:35,038: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:09:35,041: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:09:35,041: INFO: common: created directory at: artifacts]
[2024-01-11 14:09:35,041: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:09:35,041: INFO: 3810163852: Downloading data from https://drive.google.com/file/d/1pxnILlW41Xh-kRhITozRHgnjXZH8jMrL/view?usp=drive_link into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:15:37,294: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:15:37,297: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:15:37,298: INFO: common: created directory at: artifacts]
[2024-01-11 14:15:37,300: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:15:37,301: INFO: 1617516281: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:15:38,629: INFO: 1617516281: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:24:55,203: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:24:55,205: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:24:55,206: INFO: common: created directory at: artifacts]
[2024-01-11 14:24:55,207: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:24:55,207: INFO: 706845714: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:24:56,201: INFO: 706845714: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:27:35,079: INFO: main: .....stage Data ingestion stage started ....]
[2024-01-11 14:27:35,079: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:27:35,079: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:27:35,079: INFO: common: created directory at: artifacts]
[2024-01-11 14:27:35,079: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:27:35,079: INFO: data_ingestion: downloading dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:27:36,335: INFO: data_ingestion: downloaded dataset fromhttps://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:27:36,335: ERROR: main: File is not a zip file]
Traceback (most recent call last):
  File "main.py", line 11, in <module>
    obj.main()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\pipeline\stage_01_data_ingestion.py", line 17, in main
    data_ingestion.extract_zip_file()
  File "c:\users\rvaib\onedrive\desktop\kidney-disease-dl-classifier\src\cnnClassifier\components\data_ingestion.py", line 30, in extract_zip_file
    with zipfile.ZipFile(self.config.local_data_file,'r') as zip_ref:
  File "C:\Users\rvaib\.conda\envs\envk\lib\zipfile.py", line 1234, in __init__
    self._RealGetContents()
  File "C:\Users\rvaib\.conda\envs\envk\lib\zipfile.py", line 1301, in _RealGetContents
    raise BadZipFile("File is not a zip file")
zipfile.BadZipFile: File is not a zip file
[2024-01-11 14:29:44,680: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:29:44,685: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:29:44,687: INFO: common: created directory at: artifacts]
[2024-01-11 14:29:44,689: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:29:44,690: INFO: 376682446: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:29:45,996: INFO: 376682446: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:30:02,727: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:30:02,730: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:30:02,730: INFO: common: created directory at: artifacts]
[2024-01-11 14:30:02,737: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:30:02,739: INFO: 3403167183: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:30:04,392: INFO: 3403167183: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:31:43,262: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:31:43,263: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:31:43,263: INFO: common: created directory at: artifacts]
[2024-01-11 14:31:43,266: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:31:43,267: INFO: 1705949239: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:31:43,755: INFO: 1705949239: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:31:53,541: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:31:53,543: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:31:53,544: INFO: common: created directory at: artifacts]
[2024-01-11 14:31:53,545: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:31:53,546: INFO: 1705949239: Downloading data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:31:53,995: INFO: 1705949239: Downloaded data from https://drive.google.com/file/d/10RqZ8VFZJJtdlUIwDWT5HljsiR-iykwE/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-01-11 14:33:06,854: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-01-11 14:33:06,856: INFO: common: yaml file: params.yaml loaded successfully]
[2024-01-11 14:33:06,857: INFO: common: created directory at: artifacts]
[2024-01-11 14:33:06,857: INFO: common: created directory at: artifacts/data_ingestion]
[2024-01-11 14:33:06,858: INFO: 1705949239: Downloading data from https://drive.google.com/file/d/1ZWpZ_KxsMVZ0SnqYTjUKr0MWHSf2ObJ4/view?usp=sharing into file artifacts/data_ingestion/data.zip]
